California                        5   43         103              1         68  12   8 4 1 1 3     635830 321.5667663     250 A A A A A A A A A A A A A A A A A A A 1 1 1 1 C C 1 1 2 2 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 C C C C C C C C C C 2 2 2 2 2 1 2 2 2 2 2 A A A A A
California                        5   43         104              0        629   8   7 4 1 1 2     635830 112.0865731     2 2 A A A A A A A A A A A A A A A A A A A 2 2 2 1 2 2 2 2 1 1 1 1 1 2 2 1 2 2 2 2 2 1 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1 1 2 1 2 1 1 2 2 2 2 A A A A A
California                        5   44         105              0        303   5   0 4 1 1 1     640740 498.8206687     2 1 A A A A A A A A A A A A A A A A A A A 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 2 2 2 2 2 2 2 2 1 1 1 2 1 2 2 1 1 2 2 1 C 1 2 1 1 2 2 2 2 A A A A A
California                        5   48         115              1        280   8  -1 4 1 2 2     640740 271.8240978     1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 1 3 1 5 3 2 2 2 2 2 2 2 2 2 2 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 2 2 2 2 A 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 A A A A A
California                        5   50         120              1         88   8   0 4 2 3 1     633510 776.7315109     1 3 1 1 1 1 1 1 1 1 1 1 4 4 4 4 1 3 4 1 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 A 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 A A A A A
California                        5   50         122              1        255  12   0 4 2 3 2     627690 267.7568199     2 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 1 1 4 1 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 A 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 A A A A A
Colorado                          6   51         127              0        573   5  -1 4 4 1 1     806390 284.3373122     2 7 A A A A A A A A A A A A A A A A A A A 2 1 1 1 1 2 2 2 2 1 2 1 1 1 1 2 2 2 2 2 2 2 1 2 2 2 1 2 1 1 1 1 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 2 2 1 1 2 2 2 2 2
Colorado                          6   51         128              0         88  12   9 4 4 1 3     806390 139.4407336     215 A A A A A A A A A A A A A A A A A A A 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 1 2 2 1 1 2 1 2 2 1 2 1 1 1 1 1 1 1 1 1 2 2 1 1 1 2 2 1 2 2 1 2 1 2 2 1 2 2 1 1 2 2 2 1 2 A A A A A
Colorado                          6   51         129              0        382   5   0 4 4 1 1     806390 284.3373122     2 1 A A A A A A A A A A A A A A A A A A A 2 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 2 1 2 2 2 1 1 1 2 2 1 1 1 1 1 1 1 2 2 1 1 2 2 1 1 1 1 2 2 1 2 2 2 2 1 2 1 1 1 2 1 2 2 2 1 2 A A A A A
Colorado                          6   51         130              0       1069   8   6 4 4 1 2     806390 121.6418384     215 A A A A A A A A A A A A A A A A A A A 2 2 C 1 2 2 2 2 1 1 C 1 C 1 1 1 2 1 2 2 2 1 1 1 C 2 1 1 1 1 1 2 2 1 2 2 2 2 C 1 2 1 2 1 1 C 2 2 2 C C 2 1 1 C 2 1 1 2 C 1 2 A A A A A
Colorado                          6   51         131              1        306  12   7 4 4 1 2     806390 121.6418384     250 A A A A A A A A A A A A A A A A A A A 2 1 1 1 1 2 2 2 1 1 2 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 1 1 1 1 1 2 1 1 2 2
Colorado                          6   52         132              0        632   5   0 4 2 1 1     802910 392.1486913     215 A A A A A A A A A A A A A A A A A A A 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 2 2 1 2 1 2 2 2 2 2 2 2 A A A A A
Colorado                          6   52         133              0        527   5   0 4 2 1 1     802910 392.1486913     215 A A A A A A A A A A A A A A A A A A A 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 2 2 2 2 2 2 2 2 2 1 2 1 2 2 2 2 2 A A A A A
